R,G,B,H_hsv,S_hsv,V,H_hsi,S_hsi,I,Contrast,Correlation,Energy,Homogeneity,Class
131.9755859375,117.5224609375,119.25390625,46.7470703125,51.3310546875,138.6396484375,93.10410278882394,10.822244620163325,48.20286968954248,193.7943548387097,0.9160981286011395,0.029937988719591732,0.14018884580579383,0
132.302734375,116.6201171875,116.1201171875,43.6220703125,51.427734375,137.1025390625,86.83547646768004,10.502080084243953,47.71803513071896,159.07963709677415,0.919868360795988,0.03024193548387097,0.15147203386402075,0
140.4970703125,124.4833984375,119.3427734375,40.55078125,41.1845703125,140.66796875,80.74689279077839,7.703201284144288,50.2383323120915,179.04637096774198,0.8991136124689381,0.030799629269056838,0.14208349074919197,0
131.2666015625,116.3916015625,116.236328125,40.97265625,50.00390625,135.1650390625,81.49367057731287,10.782354490432617,47.567912581699346,218.87399193548384,0.9172041192009753,0.03803356749982557,0.18491896116444756,0
147.05859375,131.732421875,125.650390625,28.4853515625,40.154296875,147.0869140625,56.48125020861291,7.7611379531196825,52.868157679738566,258.59375,0.8722944626941042,0.034436876718828065,0.15112857386585307,0
138.8994140625,123.28125,118.404296875,32.716796875,40.3935546875,138.943359375,64.9158903618729,7.551347878545515,49.74966809640523,230.05141129032256,0.8638472513364038,0.03672870302870298,0.17998211604374043,0
145.861328125,131.14453125,126.5927734375,33.220703125,43.1708984375,147.0009765625,65.99991262841252,8.727441043375578,52.75799121732026,247.10181451612902,0.9130342674943978,0.03335764537857721,0.14088649695364225,0
151.638671875,137.271484375,132.1259765625,37.662109375,38.8056640625,152.0400390625,74.97141089345533,7.637975640986113,55.03740298202615,316.76713709677415,0.8928128627135701,0.03338048526169042,0.14425476505463314,0
133.3095703125,117.5810546875,113.009765625,36.3779296875,46.8115234375,133.9111328125,72.22046301821237,9.339179172994456,47.5686785130719,257.33669354838713,0.9049210901269146,0.03026712660484361,0.1348606863544706,0
123.8974609375,108.7958984375,107.9033203125,53.576171875,39.0771484375,124.103515625,106.6574265132822,7.128895742154096,44.52244178921569,179.18548387096774,0.8373302415036801,0.04689938231634321,0.25410786188109113,0
136.3291015625,120.6552734375,115.677734375,34.6416015625,47.4775390625,137.126953125,68.73771954546795,9.64064473555961,48.71400122549019,286.9858870967742,0.9040996190649324,0.02842312939490259,0.11631021659072494,0
123.1025390625,108.154296875,106.744140625,51.783203125,42.748046875,123.56640625,103.07462800907274,8.312748188238961,44.183134191176464,223.29334677419354,0.880426180573602,0.038306451612903226,0.19209868621629356,0
137.1337890625,123.791015625,122.861328125,62.2216796875,40.3935546875,138.8310546875,124.08499037861662,8.346268563096721,50.16812193627451,481.42741935483883,0.8903344320365618,0.027972655091757278,0.1263987212258375,0
135.7685546875,120.6640625,115.2490234375,34.9541015625,41.8896484375,135.8447265625,69.35069414702448,8.014799050920908,48.585835375817,220.8548387096774,0.8818694410872264,0.03433344025388387,0.16461456912111055,0
127.1025390625,112.3017578125,110.3076171875,54.5947265625,40.4384765625,127.5703125,108.67149334175633,7.565354713586366,45.71397569444445,172.32157258064518,0.8776967108110875,0.043252899098638976,0.2286061289767611,0
138.1787109375,123.00390625,116.4423828125,25.587890625,43.1875,138.2578125,50.605196849635156,8.407242254385674,49.36274509803921,203.53427419354836,0.8968218473752564,0.03366090293762903,0.14804004082532451,0
137.4638671875,122.244140625,115.9677734375,27.3857421875,43.0078125,137.5390625,54.20501500013472,8.330186665633883,49.10794526143791,192.63407258064512,0.9031941005033305,0.03384155308789217,0.15219173724249802,0
130.087890625,115.2236328125,119.0498046875,108.029296875,44.677734375,135.2314453125,216.08909801757025,9.050805843605403,47.62893178104575,278.0655241935484,0.9175142776443796,0.0325325394417438,0.15057846875526515,0
123.173828125,110.259765625,118.470703125,98.1298828125,47.4287109375,131.826171875,196.25888673213117,10.269555043857824,46.00056168300654,293.1854838709677,0.914814653742694,0.03494946738580588,0.1780394328526614,0
123.9990234375,109.8095703125,113.982421875,85.4287109375,43.50390625,128.4638671875,170.79450276928893,8.900943892623575,45.46287785947713,188.27318548387098,0.9423138047120436,0.03983449558161137,0.21249236392067758,0
127.560546875,112.2900390625,114.142578125,87.052734375,41.390625,129.9169921875,174.06330223464846,8.037546320383507,46.27361621732026,222.3417338709678,0.9306217402767826,0.037277947756251206,0.2020859328379981,0
147.2470703125,132.1015625,124.376953125,21.400390625,42.6982421875,147.2646484375,42.22818391374769,8.50308555818716,52.774586397058826,302.0574596774194,0.8770184342805464,0.03247000687178711,0.11601371951168006,0
147.7724609375,132.60546875,124.701171875,18.623046875,42.3193359375,147.7724609375,36.66167142531569,8.36050229801407,52.95151654411765,287.758064516129,0.8669283745606126,0.033826535757182495,0.13606561402551373,0
