R,H_hsv,Contrast,Correlation,Energy,Class
153.9111328125,56.8828125,256.2883064516129,0.874520914002919,0.0281987917957648,0
129.505859375,102.9541015625,372.4304435483871,0.9109462214190546,0.0309559526870646,0
164.3896484375,87.427734375,355.98588709677426,0.8569855931602312,0.0294589499923436,0
161.5927734375,96.607421875,657.2792338709677,0.8993108410880046,0.0251107231997603,0
167.44140625,82.9775390625,393.3326612903225,0.8772392892994699,0.0295708470642593,0
165.052734375,84.3291015625,349.64818548387103,0.8488730212101441,0.0298189505196553,0
162.4638671875,86.076171875,372.7903225806453,0.8390295663389514,0.030233533779171,0
155.5615234375,94.126953125,306.4868951612903,0.8653122673482012,0.0319255798832925,0
156.3271484375,76.951171875,519.71875,0.8904041530816845,0.0301999035865831,0
167.7763671875,101.939453125,570.6673387096773,0.8585843770166587,0.0252318367152899,0
154.0810546875,100.6435546875,404.3921370967742,0.9135140996789812,0.0319335364142281,0
130.6953125,98.9541015625,186.0655241935484,0.955920553720818,0.0295106475167428,0
145.484375,76.0537109375,81.70262096774194,0.9683269200811584,0.0311848957626169,0
132.0458984375,80.5283203125,112.73084677419357,0.9740744589135544,0.0295880244383854,0
140.0859375,105.7783203125,192.35584677419357,0.9363023475770136,0.0288225372086608,0
175.7646484375,68.142578125,650.2046370967741,0.8764142599527481,0.0278452163647845,0
154.443359375,61.1796875,228.9627016129032,0.9463762771311688,0.0282617858243471,0
167.5234375,51.5263671875,360.7096774193548,0.8897721644144618,0.0278360912731533,0
141.4892578125,85.212890625,102.32056451612902,0.9722026435349278,0.0301746563449511,0
173.65625,55.603515625,644.7701612903226,0.8303588001945573,0.0269739680650396,0
166.052734375,52.8544921875,343.6149193548387,0.8963434696534974,0.0280542742945075,0
171.1328125,81.23828125,183.89616935483875,0.9120480474910254,0.0317820217145855,0
171.3251953125,79.9765625,180.39717741935488,0.9097652900442608,0.032368133786295,0
142.5048828125,85.6328125,139.53225806451616,0.9609203109812936,0.0298189505196553,0
149.6279296875,88.3779296875,240.92237903225805,0.949848151969881,0.0267469741157693,0
150.4931640625,85.5537109375,315.1905241935483,0.9161738848881922,0.0273852373129155,0
161.16015625,86.4326171875,132.22177419354836,0.96374617818282,0.0327737262238081,0
120.1953125,98.9287109375,335.97278225806446,0.8897040355380792,0.0285390880380888,0
142.3505859375,63.947265625,217.88205645161295,0.911709732204716,0.0267374742134573,0
168.4658203125,84.48046875,181.77923387096772,0.936889539099962,0.0327349453248579,0
158.880859375,72.7333984375,264.89012096774195,0.8842361759246978,0.02760698374522,0
118.408203125,99.244140625,567.0030241935485,0.8803696291958975,0.0265754563033549,0
122.4130859375,95.412109375,586.3427419354838,0.8571073180765588,0.0263450289221209,0
126.986328125,102.298828125,98.375,0.9713769380831154,0.0318777989936328,0
122.3037109375,94.056640625,391.7983870967742,0.8799731079523745,0.0272364033994078,0
156.111328125,43.798828125,626.6280241935484,0.8516062168717431,0.0260931030353725,0
159.8271484375,71.45703125,178.21370967741933,0.956378593234917,0.0276713250631266,0
166.8515625,48.3115234375,608.8538306451615,0.8145394348839716,0.0271710322014991,0
171.9599609375,53.0927734375,590.710685483871,0.8135229891925068,0.0274500983955445,0
184.830078125,51.380859375,319.91633064516134,0.8989356411002425,0.0272643716457631,0
